PV1MATH,CNTSCHID,CNTSTUID,PAREDINT,HOMEPOS,HISEI,GRADE,ST004D01T,IMMIG,MATHEFF,ANXMAT,REPEAT,ST062Q01TA,DISCLIM,STUBEHA,STAFFSHORT,EDUSHORT,PROATCE,TEACHSUP,SCHLTYPE,ST059Q01TA,SC175Q01JA,ESCS
513.731,75600078.0,75600157.0,16.0,-1.1937,48.66,0.0,Male,Native student,0.9819,0.429,Repeated at lease once,Never,-0.1361,-0.079,-1.1673,-0.949,0.9885,-1.0693,Public,5.0,45.0,-0.2947
368.574,75600137.0,75600158.0,16.0,1.0291,,0.0,Male,Native student,,,Never repeated,One or two times,1.8286,1.0036,0.0425,-1.4212,0.875,-2.9095,Public,75.0,45.0,0.794
527.807,75600074.0,75600159.0,16.0,0.6397,80.78,1.0,Female,Native student,-1.0826,2.5429,Never repeated,Never,-1.2101,-0.3925,-0.5635,-1.4212,1.0,-0.5635,Public,5.0,45.0,1.0883
330.006,75600082.0,75600160.0,16.0,-0.2833,79.49,0.0,Male,Native student,-0.8784,0.1932,Never repeated,One or two times,0.9993,-0.3856,-0.6909,-1.4212,0.9726,-0.5635,Public,8.0,45.0,0.673
524.182,75600094.0,75600161.0,16.0,0.3255,70.34,0.0,Female,Native student,-0.7433,0.8757,Never repeated,Never,0.2007,0.1715,0.2199,-1.4212,0.8125,-0.5635,Public,5.0,45.0,0.7581
512.13,75600066.0,75600162.0,12.0,1.7094,86.72,0.0,Female,Native student,,,Never repeated,Never,0.6461,-0.7453,-2.1066,-0.6884,0.9839,,Public,4.0,50.0,0.9766
520.095,75600076.0,75600163.0,,-0.7662,29.16,0.0,Female,Native student,2.2559,1.0161,Never repeated,Never,-0.33,0.2408,-2.1066,0.4292,1.0,0.1475,Public,5.0,45.0,-1.0076
427.31,75600114.0,75600164.0,14.5,-0.055,26.64,0.0,Male,Native student,-0.2998,0.051,Never repeated,Never,-0.3029,,,,1.0,-0.1002,Public,5.0,,-0.482
538.44,75600008.0,75600165.0,14.5,0.6587,60.29,1.0,Male,Native student,-1.4078,-0.5191,Never repeated,Never,-0.8553,0.9384,0.5381,0.7889,0.8852,0.4357,Public,,20.0,0.4556
608.97,75600231.0,75600166.0,12.0,-0.093,43.33,1.0,Female,Native student,0.2168,-2.249,Never repeated,Never,0.3926,-0.9505,-1.1673,-0.6884,0.0278,0.4357,Public,4.0,45.0,-0.6061
641.82,75600221.0,75600167.0,16.0,0.7797,74.79,0.0,Male,Native student,0.627,-2.3755,Repeated at lease once,Never,0.7793,,,,,-0.1002,Public,4.0,,1.0345
528.12,75600023.0,75600169.0,12.0,-0.245,56.0,2.0,Female,Second-Generation student,0.9304,0.429,Never repeated,One or two times,-2.3963,-1.0431,-2.1066,1.0245,0.9438,-1.3627,Public,4.0,45.0,-0.4312
510.542,75600037.0,75600170.0,16.0,0.9353,76.49,0.0,Female,Native student,,,Never repeated,Never,,-3.3785,-1.1673,-1.4212,0.0,,Public,,45.0,1.1325
587.261,75600197.0,75600171.0,12.0,0.1654,24.53,1.0,Male,Native student,0.2999,0.1932,Never repeated,Never,1.6491,0.6532,-0.209,-0.949,0.9407,-0.5635,Public,5.0,45.0,-0.8516
389.45,75600242.0,75600172.0,12.0,-0.0485,,1.0,Male,Native student,0.3088,,Never repeated,,-1.579,0.8153,0.5381,-0.4873,0.6611,-0.5635,Public,3.0,45.0,-0.6722
548.641,75600030.0,75600174.0,14.5,0.7274,75.43,1.0,Male,Native student,-1.3801,0.3025,Never repeated,Never,1.8372,0.4651,-0.2766,-0.2805,1.0,0.1475,Public,2.0,45.0,0.7705
272.958,75600178.0,75600175.0,14.5,-1.4393,24.53,-1.0,Male,,-3.3784,-0.5006,Repeated at lease once,Never,-1.0125,-2.0719,-2.1066,-1.4212,0.8889,0.1475,Public,5.0,50.0,-1.1082
560.01,75600096.0,75600176.0,16.0,0.937,44.94,0.0,Female,Native student,0.0148,-2.3868,Never repeated,Never,0.6533,-0.9148,-0.2766,-1.4212,1.0,-0.5635,Public,5.0,45.0,0.5375
479.197,75600180.0,75600178.0,16.0,0.5621,70.5,-1.0,Female,Native student,-0.0695,-1.6826,Repeated at lease once,Never,0.1201,-0.0956,0.4622,-0.6884,0.9302,1.5558,Public,5.0,45.0,0.8613
552.395,75600048.0,75600179.0,16.0,0.0068,,0.0,Female,Native student,-0.4509,0.544,Repeated at lease once,Never,0.6533,1.1989,1.1402,-0.6884,1.0,0.8211,Public,5.0,45.0,0.2609
569.809,75600131.0,75600180.0,16.0,1.0881,85.41,0.0,Female,Native student,-0.3156,0.6647,Never repeated,Never,0.3658,,,,,-0.5635,Public,6.0,45.0,1.3656
371.984,75600256.0,75600183.0,16.0,-1.0147,,0.0,Female,Second-Generation student,-1.2152,-2.249,Never repeated,One or two times,-0.7982,,,,,-2.1346,Public,2.0,,0.0684
536.346,75600230.0,75600184.0,16.0,-0.7671,40.54,1.0,Male,Second-Generation student,,,Never repeated,Never,0.7652,0.3894,-2.1066,-1.4212,1.0,0.4357,Public,3.0,45.0,-0.2673
434.932,75600233.0,75600185.0,14.5,0.314,50.37,-1.0,Male,Native student,-0.4496,0.7774,Repeated at lease once,One or two times,0.3658,-0.0956,0.7137,-1.4212,0.9792,0.4357,Public,6.0,50.0,0.1223
447.577,75600051.0,75600186.0,,-1.4705,60.29,-1.0,Male,Native student,-1.1406,-0.3794,Repeated at lease once,Never,0.3045,-1.0283,0.4622,-0.4839,0.1509,-0.8059,Public,6.0,50.0,-0.9087
500.932,75600090.0,75600187.0,16.0,0.9749,50.37,0.0,Female,Native student,-0.2253,,Never repeated,Never,0.165,,,,,-0.8059,Public,3.0,,0.6561
462.769,75600097.0,75600189.0,16.0,0.1026,19.41,1.0,Female,Native student,-0.6106,-0.0423,Never repeated,Never,0.6387,0.5704,-2.1066,0.8493,,-0.1002,Public,0.0,45.0,-0.2979
415.417,75600159.0,75600190.0,12.0,-0.3478,28.48,1.0,Female,First-Generation student,-1.4991,0.6387,Never repeated,Never,-0.5068,,,,,0.1475,Public,4.0,,-0.9944
613.12,75600061.0,75600191.0,9.0,0.4716,44.92,0.0,Male,Native student,0.5277,,Never repeated,Never,-0.0691,-1.6103,0.0878,-1.4212,1.0,-0.1002,Public,5.0,45.0,-0.8446
424.958,75600065.0,75600192.0,16.0,0.8799,56.5,0.0,Female,Native student,,,Never repeated,Never,,,,,,-0.1002,Public,6.0,,0.7316
457.36,75600103.0,75600193.0,16.0,1.5919,,1.0,Male,Native student,,-0.5191,,,-0.8516,0.1795,-0.9675,-0.949,0.84,1.5558,Public,2.0,,1.7455
580.637,75600230.0,75600194.0,14.5,0.4746,43.85,1.0,Female,First-Generation student,,,Never repeated,Never,,0.3894,-2.1066,-1.4212,1.0,,Public,,45.0,0.0672
596.754,75600023.0,75600195.0,12.0,1.0777,73.91,1.0,Female,Native student,1.2207,,Never repeated,Never,1.189,-1.0431,-2.1066,1.0245,0.9438,1.5558,Public,5.0,45.0,0.4671
550.662,75600206.0,75600196.0,16.0,1.1124,79.05,0.0,Male,Native student,2.2176,-0.9755,Never repeated,Never,-2.4517,,,,,-0.8059,Public,7.0,,1.2558
591.508,75600239.0,75600198.0,14.5,0.7478,71.39,0.0,Male,Native student,-0.0127,-0.1172,Never repeated,Never,1.0855,,,,1.0,-0.3322,Public,4.0,,0.7029
445.258,75600229.0,75600199.0,14.5,-1.0241,56.0,1.0,Female,,-0.3088,,Never repeated,Never,-2.4616,,,,,-1.7015,Public,0.0,,-0.3381
527.077,75600087.0,75600200.0,16.0,0.4494,48.66,0.0,Female,Native student,1.297,0.6387,Never repeated,Never,0.4426,0.1795,0.5252,-0.9432,0.9583,-0.5635,Public,6.0,45.0,0.4012
486.911,75600260.0,75600201.0,12.0,1.4106,36.97,0.0,Male,Native student,1.3923,-2.249,Never repeated,Never,-1.008,0.1795,-0.1889,0.1,0.3571,-1.0693,Public,66.0,50.0,-0.0894
648.714,75600028.0,75600202.0,16.0,0.7121,85.41,3.0,Female,Native student,1.38,-0.9877,Never repeated,Never,1.8153,0.6947,-1.1673,-0.1445,1.0,-0.8059,Public,4.0,45.0,1.2064
477.301,75600043.0,75600203.0,14.5,-0.9758,24.8,0.0,Female,Second-Generation student,-2.2069,2.5026,Never repeated,One or two times,-0.4961,0.4781,0.2841,0.1,0.9722,0.4357,Public,6.0,45.0,-0.9068
446.527,75600036.0,75600204.0,14.5,-0.2269,43.33,0.0,Female,Native student,-0.6012,0.051,Never repeated,Never,0.7487,-2.0719,1.1402,-0.6344,1.0,0.1433,Public,4.0,45.0,-0.2397
454.01,75600220.0,75600205.0,16.0,-0.7941,57.99,0.0,Male,Native student,,,Never repeated,Never,0.0926,0.1064,0.299,-0.9432,0.7727,0.4357,Public,4.0,45.0,0.0507
469.683,75600162.0,75600207.0,14.5,-1.2349,29.16,0.0,Female,Second-Generation student,-0.3183,-2.3558,Never repeated,Never,-0.84,,,,,-0.1002,Public,5.0,,-0.9342
480.09,75600182.0,75600209.0,14.5,-1.2099,56.0,1.0,Female,Second-Generation student,-1.8487,1.9128,Never repeated,Never,-0.1361,-0.6983,,,,1.5558,Public,1.0,,-0.4168
589.616,75600236.0,75600210.0,16.0,-0.0258,71.39,1.0,Female,Second-Generation student,1.4467,-0.0423,Never repeated,Never,0.2007,-0.0871,-2.1066,-0.6884,0.9371,-1.3627,Public,4.0,50.0,0.6291
523.375,75600176.0,75600211.0,16.0,1.2499,65.25,0.0,Female,Second-Generation student,-0.6258,1.2918,Never repeated,Never,1.8365,,,,,1.5558,Public,6.0,,1.0535
503.474,75600015.0,75600212.0,14.5,0.1171,43.33,1.0,Female,Native student,-1.0988,2.5026,Never repeated,Never,-1.8933,0.976,-1.1673,-0.949,0.5769,1.5558,Public,5.0,90.0,-0.094
811.283,75600002.0,75600213.0,16.0,1.477,75.54,1.0,Female,Native student,0.8664,-0.3794,Never repeated,Never,-0.8589,-0.1522,-1.1673,-1.4212,0.9655,1.5558,Public,4.0,40.0,1.344
557.377,75600149.0,75600214.0,16.0,0.6196,47.83,1.0,Male,First-Generation student,1.209,0.3025,Never repeated,Never,-0.1124,0.4215,-1.1673,0.8339,0.6216,1.5558,Public,5.0,45.0,0.4576
499.415,75600162.0,75600215.0,9.0,-2.2712,31.08,0.0,Female,Native student,0.1127,0.5653,Never repeated,Never,-1.3558,,,,,-0.5635,Public,6.0,,-2.2676
499.521,75600235.0,75600216.0,16.0,0.7865,71.29,2.0,Female,First-Generation student,-1.3517,,Never repeated,Never,-0.3382,0.6121,-0.9675,0.9762,,-1.0693,Public,4.0,45.0,0.9713
701.58,75600054.0,75600217.0,16.0,0.9858,84.61,2.0,Male,Second-Generation student,,,Never repeated,Never,,-2.0719,-0.9675,-0.949,0.9065,,Private independent,,45.0,1.3072
628.06,75600050.0,75600219.0,16.0,0.675,80.78,1.0,Female,Native student,1.1806,-0.2045,Never repeated,Never,0.1765,,,,0.9747,-0.1002,Public,4.0,,1.1032
412.002,75600199.0,75600220.0,16.0,1.0532,62.45,0.0,Female,Native student,-0.6851,0.7774,Repeated at lease once,Never,-0.3029,-0.968,-2.1066,-1.4212,0.978,1.5558,Public,5.0,50.0,0.9173
456.409,75600191.0,75600221.0,16.0,-0.7555,79.74,1.0,Male,Native student,,,Never repeated,Never,,1.0522,0.2841,-0.0672,0.8163,,Public,3.0,45.0,0.4777
428.02,75600147.0,75600222.0,14.5,-1.0231,28.48,0.0,Male,First-Generation student,,,Never repeated,Never,,,,,,,Public,,,-0.8573
503.997,75600042.0,75600223.0,14.5,0.9835,65.42,0.0,Male,Native student,2.0158,-2.382,Never repeated,Never,-0.33,-1.1976,0.0253,-1.4212,0.9789,-0.1002,Private independent,2.0,30.0,0.69
454.716,75600069.0,75600224.0,6.0,-2.0102,18.02,0.0,Male,First-Generation student,-3.3928,-0.2758,Never repeated,One or two times,-0.5067,0.6935,-2.1066,-1.4212,0.9552,-1.0693,Public,4.0,45.0,-2.9114
456.685,75600073.0,75600225.0,16.0,-0.674,18.95,1.0,Male,Native student,-1.1051,1.9128,Never repeated,Never,1.1487,0.8153,0.2841,-0.6483,0.3244,0.4357,Public,4.0,45.0,-0.6356
417.155,75600141.0,75600226.0,9.0,-0.1706,65.12,1.0,Female,First-Generation student,,,Never repeated,,-0.0802,0.8153,,,,1.5558,Public,4.0,45.0,-0.7352
514.207,75600205.0,75600227.0,9.0,-0.9899,25.26,0.0,Female,Second-Generation student,0.5752,0.8918,Never repeated,Never,0.6318,0.4651,-0.5393,-0.949,0.8113,1.5558,Public,5.0,50.0,-1.8349
371.541,75600124.0,75600228.0,9.0,-1.0311,28.48,-1.0,Female,First-Generation student,-1.2086,2.5078,Repeated at lease once,Never,-0.8539,1.8048,1.2441,-0.2723,0.9868,-1.0693,Public,4.0,45.0,-1.7915
619.605,75600143.0,75600231.0,16.0,1.4402,,1.0,Female,Native student,0.5481,-0.0423,Never repeated,Never,-0.4735,-0.6744,-1.15,-0.3123,1.0,0.8211,Public,3.0,45.0,1.0979
435.992,75600154.0,75600233.0,,1.4051,,0.0,Male,Native student,-0.5219,1.2595,Never repeated,Never,-0.0787,,,,,-1.3627,Public,7.0,,
434.029,75600048.0,75600234.0,14.5,0.1151,,0.0,Female,Native student,-0.9322,2.5026,Never repeated,Never,-0.0968,1.1989,1.1402,-0.6884,1.0,-1.0693,Public,5.0,45.0,0.2364
347.109,75600147.0,75600236.0,16.0,0.3391,70.34,0.0,Male,Second-Generation student,-0.693,-0.2704,Never repeated,Never,1.6491,,,,,-0.5635,Public,6.0,,0.7639
664.117,75600036.0,75600237.0,14.5,1.0764,59.89,0.0,Male,Native student,2.0435,-1.2286,Never repeated,Never,-0.1124,-2.0719,1.1402,-0.6344,1.0,0.4357,Public,4.0,45.0,0.625
535.274,75600256.0,75600238.0,16.0,0.0161,75.54,0.0,Male,Native student,-0.1087,0.1748,Never repeated,Never,-0.8553,,,,,-2.9095,Public,6.0,,0.7252
568.726,75600227.0,75600239.0,16.0,0.8221,76.49,1.0,Female,Native student,-0.493,-2.249,Never repeated,Never,-0.3029,0.1795,-2.1066,-1.4212,,-0.1002,Public,0.0,45.0,1.0845
539.434,75600029.0,75600240.0,16.0,1.0208,70.57,2.0,Female,First-Generation student,-0.2173,1.4533,Never repeated,Never,0.4477,,,,,-1.3627,Public,4.0,,1.0569
597.952,75600265.0,75600241.0,16.0,0.8224,43.33,0.0,Female,Native student,0.5713,-0.0394,Never repeated,Never,0.801,-1.1906,-2.1066,-1.4212,1.0,-0.1002,Public,5.0,45.0,0.4586
380.243,75600016.0,75600242.0,14.5,0.2865,31.08,1.0,Male,Native student,-0.4743,0.6647,Never repeated,Never,-0.1114,,,,0.8462,-2.9095,Public,8.0,,-0.2536
495.316,75600162.0,75600243.0,14.5,-0.7731,70.34,0.0,Male,Second-Generation student,0.5867,-0.1172,Never repeated,Never,0.7097,,,,,0.1475,Public,4.0,,0.0389
516.351,75600064.0,75600244.0,16.0,-0.966,65.12,1.0,Male,Second-Generation student,-0.233,-0.0575,Never repeated,Never,0.2002,,,,0.9493,-0.8059,Public,1.0,,0.1125
599.145,75600241.0,75600245.0,16.0,0.7142,81.05,1.0,Female,Native student,2.2152,-1.6297,Never repeated,Never,0.6533,-0.0384,1.4426,-0.6884,0.9291,1.5558,Public,4.0,45.0,1.1249
507.202,75600138.0,75600246.0,16.0,0.4581,73.38,0.0,Female,Second-Generation student,-0.3991,0.8251,Never repeated,One or two times,-0.6761,-0.2686,-0.4502,-1.4212,0.9591,-0.5635,Public,5.0,45.0,0.8717
362.088,75600067.0,75600247.0,14.5,0.4737,30.78,0.0,Male,Native student,-0.9846,0.6647,Never repeated,Never,0.2139,1.4126,0.2841,-1.4212,0.7559,-2.1346,Public,3.0,45.0,-0.18
612.273,75600159.0,75600248.0,16.0,0.0911,55.03,1.0,Male,Native student,1.239,-0.0423,Never repeated,Never,0.2002,,,,,0.1475,Public,2.0,,0.3698
545.873,75600077.0,75600250.0,12.0,-0.7152,32.5,0.0,Female,Second-Generation student,-0.4846,-0.0394,Repeated at lease once,Never,0.4375,,,,,0.4357,Public,5.0,,-1.0741
551.547,75600205.0,75600251.0,14.5,-0.4849,52.72,0.0,Female,First-Generation student,-0.7346,-1.2286,Never repeated,Never,-0.1006,0.4651,-0.5393,-0.949,0.8113,-0.5635,Public,5.0,50.0,-0.1717
554.489,75600035.0,75600252.0,16.0,1.5747,75.13,0.0,Male,Second-Generation student,,,Never repeated,Never,0.3045,0.4781,0.7007,-0.6483,0.0444,-0.3322,Public,5.0,45.0,1.3776
430.386,75600081.0,75600253.0,12.0,-0.5496,24.53,0.0,Male,Second-Generation student,-0.0574,-1.4118,Never repeated,Five or more times,-0.963,,,,,-0.1002,Public,5.0,,-1.1544
505.105,75600179.0,75600254.0,16.0,-0.0658,43.19,0.0,Male,Native student,0.3953,-0.9158,Repeated at lease once,Never,1.775,-0.1348,-1.1673,-1.4212,1.0,0.8211,Public,8.0,45.0,0.0798
476.586,75600265.0,75600255.0,14.5,1.0683,65.01,0.0,Female,Native student,-0.1487,0.5653,Never repeated,Never,1.0086,-1.1906,-2.1066,-1.4212,1.0,0.4357,Public,5.0,45.0,0.7182
485.506,75600174.0,75600256.0,16.0,-0.2233,48.66,-1.0,Female,Native student,-0.3937,0.051,Repeated at lease once,Five or more times,-0.963,0.6527,0.4622,-0.6483,0.9583,0.4357,Public,4.0,45.0,0.1163
400.464,75600008.0,75600257.0,,-0.9848,24.53,1.0,Male,Second-Generation student,-1.609,0.3401,Never repeated,Never,,0.9384,0.5381,0.7889,0.8852,,Public,0.0,20.0,-1.5478
617.641,75600091.0,75600258.0,16.0,1.9454,86.72,1.0,Male,Native student,,,Never repeated,Never,-1.0125,0.4781,-2.1066,-1.4212,1.0,,Public,4.0,45.0,1.7535
421.656,75600210.0,75600259.0,,-1.3086,,0.0,Female,Second-Generation student,-1.6175,1.4533,Never repeated,Five or more times,-0.8615,-1.4545,0.7007,-1.4212,0.7931,-0.1002,Public,5.0,45.0,
412.146,75600129.0,75600260.0,14.5,-0.0166,43.33,0.0,Female,Second-Generation student,,2.635,Never repeated,Never,0.0926,0.1795,0.1276,-0.6483,0.9351,-0.8059,Public,5.0,45.0,-0.1507
587.305,75600071.0,75600261.0,14.5,0.3133,75.13,0.0,Male,Native student,-1.3322,1.8003,Never repeated,Never,-0.9727,,,,,0.8211,Public,3.0,,0.5895
578.068,75600043.0,75600262.0,14.5,0.7261,56.0,-1.0,Male,Second-Generation student,,,Repeated at lease once,Never,,0.4781,0.2841,0.1,0.9722,,Public,,45.0,0.4031
428.092,75600013.0,75600263.0,14.5,-1.1852,,-1.0,Female,First-Generation student,,0.905,Repeated at lease once,Never,-1.169,0.6121,-0.2766,-0.9432,1.0,-0.5635,Public,7.0,50.0,-1.1513
566.147,75600255.0,75600264.0,12.0,-0.1202,25.23,1.0,Female,Native student,,,Never repeated,Never,,0.4781,0.4622,-1.4212,0.98,,Public,,45.0,-0.9594
454.912,75600020.0,75600265.0,16.0,1.1377,56.0,2.0,Female,Second-Generation student,-1.2578,2.635,Never repeated,One or two times,-2.4706,0.2498,-1.1673,-0.9432,0.0132,-1.7015,Public,3.0,65.0,0.8314
585.772,75600224.0,75600266.0,16.0,1.1364,62.39,1.0,Male,Native student,0.3983,0.544,Never repeated,Never,0.4029,,,,0.9013,-0.5635,Public,3.0,,0.9514
642.876,75600056.0,75600268.0,14.5,-0.1889,17.0,3.0,Female,Second-Generation student,,,Never repeated,Never,1.0345,,,,0.9896,0.8211,Public,5.0,40.0,-0.7208
577.382,75600117.0,75600269.0,16.0,0.684,76.65,1.0,Female,Native student,-0.4901,-0.5191,Never repeated,Never,0.4768,1.2892,0.0827,0.7681,1.0,0.8211,Public,4.0,45.0,1.0291
565.464,75600233.0,75600270.0,16.0,0.2839,52.4,0.0,Male,Native student,0.918,-2.249,Never repeated,Never,0.1765,-0.0956,0.7137,-1.4212,0.9792,-1.3627,Public,5.0,50.0,0.4017
401.046,75600226.0,75600271.0,12.0,-0.4115,70.5,1.0,Female,Native student,-0.6254,1.2595,Never repeated,Never,-0.1254,-0.1348,-2.1066,-0.6884,1.0,-0.8059,Public,2.0,45.0,-0.228
695.587,75600208.0,75600274.0,16.0,1.4821,79.74,1.0,Male,Native student,0.1916,-1.2756,Never repeated,Never,-0.4983,0.2913,-1.1673,-0.6924,0.0,0.8211,Public,4.0,45.0,1.4254
286.858,75600046.0,75600275.0,16.0,-1.6824,25.94,-1.0,Female,First-Generation student,0.4478,0.7889,Never repeated,Never,-0.5068,,,,,0.648,Public,5.0,,-0.9307
396.767,75600174.0,75600276.0,12.0,0.8065,22.57,0.0,Male,First-Generation student,,,Repeated at lease once,Five or more times,-2.3913,0.6527,0.4622,-0.6483,0.9583,0.1475,Public,5.0,45.0,-0.6171
452.853,75600201.0,75600277.0,6.0,-0.5001,35.34,0.0,Male,Second-Generation student,1.8651,-2.3868,Never repeated,Never,1.6706,-1.0283,-1.1673,-1.4212,,1.5558,Public,8.0,45.0,-1.9448
366.626,75600112.0,75600278.0,16.0,0.1308,22.57,0.0,Female,First-Generation student,-3.3817,2.5078,Never repeated,Five or more times,-2.4227,-0.0384,0.2841,0.1,0.0,-1.0693,Public,6.0,45.0,-0.2263
361.075,75600193.0,75600279.0,6.0,-1.2717,22.57,-1.0,Female,Second-Generation student,-2.2545,-0.2045,Repeated at lease once,Never,1.1487,-0.5715,1.3465,-1.4212,0.8837,1.5558,Public,4.0,45.0,-2.5127
500.679,75600053.0,75600280.0,16.0,0.5898,82.41,2.0,Female,Native student,0.2229,0.4252,Never repeated,Never,1.1182,-0.3856,-0.2766,-0.6884,0.9695,-1.7015,Public,4.0,45.0,1.0979
479.011,75600124.0,75600282.0,12.0,0.4962,71.39,0.0,Male,Native student,-0.4901,-0.0394,Never repeated,Never,0.3884,1.8048,1.2441,-0.2723,0.9868,1.5558,Public,5.0,45.0,0.1733
585.648,75600044.0,75600283.0,16.0,1.6745,76.49,1.0,Female,Native student,-0.42,-1.2286,Never repeated,Never,0.4628,-0.9505,-2.1066,-1.4212,0.0189,-0.3322,Public,4.0,45.0,1.4456
430.048,75600233.0,75600284.0,16.0,0.2548,32.5,0.0,Female,Native student,,,Never repeated,Never,-0.8063,-0.0956,0.7137,-1.4212,0.9792,,Public,5.0,50.0,0.0137
609.224,75600265.0,75600285.0,14.5,0.6399,65.12,0.0,Female,Native student,0.008,-0.5006,Never repeated,Never,1.8372,-1.1906,-2.1066,-1.4212,1.0,-1.0693,Public,5.0,45.0,0.5388
432.903,75600232.0,75600286.0,9.0,0.4913,21.82,0.0,Male,,-0.2706,-0.3744,Never repeated,Never,-0.1219,-0.0956,-0.2766,-0.3123,0.9706,-0.1002,Public,5.0,90.0,-1.2725
583.047,75600197.0,75600287.0,16.0,1.684,79.49,1.0,Female,Native student,2.1987,-0.9158,Never repeated,Never,0.4628,0.6532,-0.209,-0.949,0.9407,1.5558,Public,4.0,45.0,1.5062
344.104,75600046.0,75600288.0,14.5,0.3628,22.75,0.0,Male,Second-Generation student,-1.2346,0.067,Never repeated,Never,,,,,,,Public,5.0,,-0.3785
644.548,75600261.0,75600291.0,16.0,0.5949,81.92,3.0,Female,Native student,0.1071,-2.3868,Never repeated,Never,1.0989,-0.9505,-0.6909,-1.4212,,1.5558,Public,4.0,45.0,1.0908
419.972,75600031.0,75600292.0,12.0,-1.0761,24.98,0.0,Female,Second-Generation student,,,Repeated at lease once,Never,,1.389,0.7761,-0.9432,0.9552,,Public,,50.0,-1.3689
454.43,75600264.0,75600293.0,14.5,-0.1457,28.48,0.0,Female,Second-Generation student,-0.2874,0.1932,Repeated at lease once,Never,1.8372,0.1715,0.4472,-1.4212,0.8909,-1.0693,Public,5.0,45.0,-0.4857
471.91,75600180.0,75600296.0,,-1.2028,28.48,-1.0,Male,Native student,,,Never repeated,Never,,-0.0956,0.4622,-0.6884,0.9302,,Public,,45.0,-1.2379
514.243,75600144.0,75600297.0,12.0,1.0907,43.33,-1.0,Female,Native student,,,Repeated at lease once,Never,1.1487,0.1795,0.2841,-0.2376,1.0,1.5558,Public,6.0,45.0,-0.1048
378.17,75600163.0,75600298.0,9.0,-0.224,,0.0,Female,First-Generation student,,,Never repeated,Never,,-0.335,-1.1673,-1.4212,,,Public,,45.0,-0.865
305.635,75600048.0,75600299.0,16.0,-0.1086,,0.0,Male,Native student,-0.1362,-0.0575,Repeated at lease once,Three or four times,-0.673,1.1989,1.1402,-0.6884,1.0,-0.5635,Public,,45.0,0.7768
672.619,75600151.0,75600300.0,16.0,-0.328,17.0,1.0,Male,Second-Generation student,2.0876,-0.638,Never repeated,One or two times,0.1085,1.2397,0.2841,-1.4212,1.0,0.1475,Public,3.0,45.0,-0.5258
602.99,75600085.0,75600301.0,14.5,0.761,57.38,1.0,Female,Native student,0.7441,-0.9158,Never repeated,Never,1.1687,0.6482,-1.1673,-1.4212,1.0,-0.3322,Public,4.0,45.0,0.444
460.143,75600146.0,75600302.0,16.0,0.7135,82.41,0.0,Male,Native student,0.6876,-0.4577,Never repeated,Never,1.6706,0.4651,0.961,-0.6884,1.0,-0.1002,Public,4.0,45.0,1.1503
497.492,75600191.0,75600303.0,12.0,-1.1913,20.91,1.0,Male,First-Generation student,-0.7033,-0.4577,Never repeated,Never,0.123,1.0522,0.2841,-0.0672,0.8163,-0.1002,Public,3.0,45.0,-1.4946
402.608,75600233.0,75600304.0,16.0,0.1949,62.39,0.0,Female,Native student,-3.3962,1.5706,Repeated at lease once,Never,0.5807,-0.0956,0.7137,-1.4212,0.9792,-0.8059,Public,5.0,50.0,0.5527
555.15,75600238.0,75600306.0,16.0,-0.4801,81.4,1.0,Female,Native student,0.2813,-0.2704,Never repeated,Never,0.4571,0.2283,-2.1066,-1.4212,1.0,0.8211,Public,4.0,45.0,0.6257
510.277,75600156.0,75600307.0,16.0,1.2518,70.4,0.0,Male,Native student,0.8225,0.1932,Never repeated,Never,0.6387,0.1795,0.2841,-1.4212,0.8913,1.5558,Public,5.0,45.0,1.1515
513.901,75600177.0,75600308.0,16.0,-0.733,44.14,1.0,Female,First-Generation student,,,Never repeated,Never,1.8491,-0.4428,-0.4295,-0.3123,1.0,0.8211,Public,5.0,45.0,-0.1849
584.455,75600227.0,75600309.0,12.0,0.653,79.74,1.0,Male,Native student,0.0634,-0.7358,Never repeated,Never,-0.5502,0.1795,-2.1066,-1.4212,,0.4357,Public,2.0,45.0,0.3973
428.484,75600043.0,75600310.0,12.0,1.1168,,0.0,Male,,-1.2364,,Never repeated,Never,0.7331,0.4781,0.2841,0.1,0.9722,1.5558,Public,6.0,45.0,0.4398
467.51,75600015.0,75600311.0,12.0,0.0391,31.08,1.0,Male,Native student,-0.5363,-0.0394,Never repeated,Never,-0.1668,0.976,-1.1673,-0.949,0.5769,-0.8059,Public,3.0,90.0,-0.7815
562.454,75600208.0,75600312.0,16.0,0.8073,76.49,1.0,Female,Native student,0.3429,,Never repeated,Never,0.7793,0.2913,-1.1673,-0.6924,0.0,-2.9095,Public,4.0,45.0,1.0783
429.377,75600051.0,75600313.0,14.5,-0.1339,17.0,0.0,Female,Second-Generation student,-0.7825,0.2413,Never repeated,One or two times,-0.4914,-1.0283,0.4622,-0.4839,0.1509,-0.5635,Public,6.0,50.0,-0.6974
649.3,75600020.0,75600314.0,9.0,0.0413,76.98,2.0,Male,Second-Generation student,0.0148,-0.2758,Never repeated,Never,-0.3586,0.2498,-1.1673,-0.9432,0.0132,-1.7015,Public,2.0,65.0,-0.4216
544.077,75600173.0,75600315.0,16.0,1.1357,79.05,1.0,Male,First-Generation student,,,Never repeated,Never,0.4477,-0.6744,-1.1673,-1.4212,0.6296,-0.3322,Private independent,4.0,45.0,1.2657
